Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Number of patrons,Longitude,Latitude,Location
2020,804,110537,110537,1-27 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The Boatbuilders Yard,Part 23 South Wharf Promenade SOUTH WHARF VIC 3006,1438,144.95343,-37.82432,"-37.82432, 144.95343"
2020,861,102503,102503,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,245,144.9817,-37.83432,"-37.83432, 144.9817"
2020,1103,558180,558180,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Legends Bar,Part Level 1 140 Harbour Esplanade DOCKLANDS VIC 3008,250,144.94756,-37.81674,"-37.81674, 144.94756"
2020,1103,558180,558180,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,E J Whitten Bar,Part Level 1 140 Harbour Esplanade DOCKLANDS VIC 3008,70,144.94756,-37.81674,"-37.81674, 144.94756"
2020,1103,558180,558180,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Locker Room Club Bar,Part Ground 140 Harbour Esplanade DOCKLANDS VIC 3008,500,144.94756,-37.81674,"-37.81674, 144.94756"
2020,1103,558180,558180,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Melbourne Stadiums Limited,Marvel Stadium 740 Bourke Street DOCKLANDS VIC 3008,5000,144.94756,-37.81674,"-37.81674, 144.94756"
2020,1105,628712,628712,717-731 Collins Street DOCKLANDS VIC 3008,Docklands,Bar Nicional,"Tenancy 47, Ground 727 Collins Street DOCKLANDS VIC 3008",75,144.95012,-37.8207,"-37.8207, 144.95012"
2020,1109,560004,560004,24-42 Newquay Promenade DOCKLANDS VIC 3008,Docklands,Solidaire Victoria,28 Newquay Promenade DOCKLANDS VIC 3008,321,144.94217,-37.81436,"-37.81436, 144.94217"
2020,1109,601809,593728,East Building Newquay Central 425-427 Docklands Drive DOCKLANDS VIC 3008,Docklands,Waterfront Venues Melbourne,"Suite 2, Level 1 78 Newquay Promenade DOCKLANDS VIC 3008",1059,144.93958,-37.81524,"-37.81524, 144.93958"
2020,1112,103982,103982,The Mission to Seafarers 705-729 Flinders Street DOCKLANDS VIC 3008,Docklands,The Flying Angel Club,717 Flinders Street DOCKLANDS VIC 3008,200,144.95133,-37.82247,"-37.82247, 144.95133"
